,file_id,Entropy,PercentageOfNonGaps,PercentageOfTotallyConservedColumns,SumOfPairsBlosum62,SumOfPairsPAM250,StarBlosum62,StarPAM250
331,388s0,-2.0794415416798357,100.0,97.19626168224299,556,533,1124,1074
332,39,-248.38908425100908,89.34844192634561,7.0821529745042495,3861,3892,4645,4458
333,394,-169.75471070991418,95.14687100893997,24.521072796934863,990,1231,2153,2224
334,397,-50.97324946472395,79.9410029498525,33.6283185840708,345,429,859,916
335,397t0,-10.39720770839918,100.0,81.0126582278481,364,382,803,832
336,39t1,-32.11339048719242,98.0632008154944,85.01529051987767,4334,4126,4661,4400
337,39t2,-137.61055301078304,92.06798866855524,37.960339943342774,5640,5487,5093,4850
338,4,-861.1519942673156,82.82612909478581,0.0,-17319,-16297,5978,5442
339,401,-161.50329307046755,98.46153846153847,40.256410256410255,621,624,2620,2521
340,409,-20.794415416798348,97.14285714285714,57.14285714285714,181,197,544,522
341,41,-117.42418165924353,61.300813008130085,9.75609756097561,758,647,2048,1903
342,414,-29.143148914845796,95.37037037037037,31.48148148148148,2626,2904,1352,1410
343,414s2,-17.935662736785023,96.91358024691358,51.85185185185185,601,646,753,768
344,415,-135.6650557036058,93.61702127659575,26.80851063829787,2830,2873,2994,2844
345,41t2,-9.389798421724345,99.21875,87.5,3465,3214,2414,2234
346,42,-531.2213567274048,76.21978021978022,0.43956043956043955,-8321,-7570,-202,-98
347,429,-258.2654564977078,15.584415584415595,0.5194805194805194,-15929,-14775,4569,4731
348,429s7,-517.7809438782799,53.57142857142857,2.987012987012987,-5572,-5536,-4529,-4484
349,429s8,-492.40833214436543,38.26839826839827,2.0779220779220777,-10359,-10271,-3706,-3639
350,429s9,-35.23633024347332,61.77777777777778,11.0,6715,6953,2493,2552
351,429t9,-263.86445266725633,16.280991735537185,0.7792207792207793,-17643,-16851,3794,3920
352,42t0,-212.1030372513437,97.72117962466488,17.962466487935657,-5,48,1839,1747
353,42t1,-281.4177553073384,78.429203539823,10.176991150442479,-1453,-1379,39,15
354,43,-325.7780335034177,73.80119880119881,2.4725274725274726,7797,8393,6102,5937
355,433,-39.68137646108667,92.53731343283582,25.37313432835821,357,437,665,729
356,433t0,-12.476649250079015,100.0,70.0,256,274,604,637
357,437,-151.34522862717048,92.29166666666667,4.166666666666666,7883,8995,3313,3376
358,437s0,-22.180709777918235,99.63503649635037,76.64233576642336,549,552,1257,1223
359,437s2,-48.65372484060525,99.4949494949495,49.24242424242424,1289,1328,1620,1597
360,437s3,-40.895683653036755,99.6268656716418,55.970149253731336,384,412,1104,1098
361,437s5,-105.2741251614585,94.56264775413712,19.858156028368796,4078,4223,2426,2400
362,437t7,-138.03656352317978,93.74021909233177,5.633802816901409,7591,8366,3165,3214
363,439,-101.19948836175216,90.21739130434783,20.652173913043477,-126,-95,695,668
364,43s3,-24.013122347281367,99.46236559139786,85.08064516129032,3434,3291,3645,3436
365,43s6,-134.83362434936473,97.67596281540504,33.067729083665334,10634,10535,5411,5252
366,43t3,-77.63248422271396,99.58677685950413,69.14600550964187,1263,1233,3147,2968
367,43t8,-198.8984967629951,96.12403100775194,19.767441860465116,20395,20249,7010,6739
368,442,-57.00640174343009,83.64661654135338,36.84210526315789,1616,1495,1670,1508
369,442s1,-41.83551905953608,85.60606060606061,50.75757575757576,902,836,1350,1211
370,451,-572.958788566286,75.744,3.04,-7333,-6497,3592,3740
371,451s0,-46.44086109751633,98.60074626865672,87.5,2339,2305,5152,4986
372,451s2,-365.288564155092,68.54700854700855,9.914529914529915,-2702,-2651,411,280
373,451t1,-192.25229275941498,97.32587064676616,49.06716417910448,4772,5054,6473,6451
374,452,-14.556090791758852,94.92753623188406,89.85507246376811,789,715,1779,1626
375,455,-56.14492162535559,97.79411764705883,40.44117647058824,243,286,961,956
376,46,-339.09040527834173,86.20394173093402,2.056555269922879,-1600,-1433,1101,1065
377,468,-117.8094484694268,74.01785714285714,29.017857142857146,2888,2566,2669,2345
378,468s1,-44.136975639150336,98.91067538126362,62.745098039215684,1662,1501,2001,1772
379,469,-95.49310515635176,97.29729729729729,23.64864864864865,627,645,1257,1124
380,469s0,-60.303804708715276,97.95918367346938,40.816326530612244,222,198,935,798
381,46s0,-232.8974526681421,89.43298969072166,13.402061855670103,-637,-585,1335,1240
382,471,-296.20366980638005,97.68326417704012,47.85615491009682,14536,14303,11866,11132
383,478,-74.85989550047417,98.32402234636872,39.66480446927375,314,314,1235,1167
384,48,-316.07511433533574,92.17391304347827,20.695652173913043,-272,-117,2590,2600
385,482,-123.38019813967047,93.99141630901288,23.605150214592275,-20,57,1080,1111
386,488,-94.70828032362945,71.77777777777777,21.666666666666668,1768,2248,2007,2205
387,488s2,-63.52911678269864,78.88888888888889,47.77777777777778,779,974,1493,1628
388,49,-623.2571420131628,89.9951195705222,2.342606149341142,-2374,-2007,1892,1838
389,490,-514.3312997048588,81.8765816624489,5.353319057815846,10412,14315,7950,8249
390,490s1,-46.44086109751633,99.61340206185567,82.73195876288659,1711,1685,3743,3602
391,490s3,-168.43476487606702,88.33333333333333,42.142857142857146,172,197,2325,2112
392,490s4,-229.01582190888922,94.56521739130434,32.125603864734295,5862,6200,5651,5615
393,490s5,-271.8693348517281,93.71702637889689,24.940047961630697,9298,9979,6772,6765
394,490t6,-268.1086566786535,85.80392156862744,20.705882352941178,291,433,2701,2567
395,490t7,-347.20758222756587,89.41058941058941,17.016317016317018,13504,15030,7804,7872
396,490t8,-377.6041671039107,83.57142857142857,9.89010989010989,-659,-258,2679,2624
397,491,-499.4919773551738,84.66422466422466,5.4945054945054945,6581,8738,6979,7156
398,491s0,-47.82715545863623,99.48586118251929,82.26221079691517,1694,1673,3727,3591
399,491s3,-262.3279131628612,85.202492211838,22.19626168224299,387,489,2769,2596
400,491s4,-248.97272707580808,95.0,24.634146341463413,5224,5584,5422,5395
401,491s6,-374.09600336770376,91.12903225806451,10.599078341013826,8872,9969,6754,6812
402,491t6,-487.9526835609123,84.40241228070175,5.263157894736842,3658,5226,5334,5426
403,498,-286.38296027192155,62.779156327543426,10.669975186104217,-4208,-4503,826,475
404,498s2,-158.0028277182778,72.7470141150923,26.710097719869708,-301,-434,1404,1171
405,498t2,-211.78480199425016,65.25,17.0,-1619,-1794,1016,732
406,49t0,-361.1296810717323,93.80032206119162,16.10305958132045,-369,-283,2593,2458
407,4t2,-296.20366980638005,97.68326417704012,47.85615491009682,14536,14303,11866,11132
408,4t3,-549.5030548440792,95.89603283173734,5.198358413132695,11984,12169,11292,10644
409,4t4,-366.6748585162119,68.20603907637656,6.039076376554174,-2776,-2711,-1300,-1354
410,502,-204.65181207397256,95.35467671060891,42.18455743879473,3610,3347,5772,5347
411,502s0,-20.101268236238404,99.52830188679245,94.52830188679245,2530,2362,5210,4838
412,504,-46.44086109751633,83.33333333333334,25.555555555555554,-114,-97,296,318
413,506,-300.8258763630169,96.50537634408602,22.22222222222222,119,248,2969,2938
414,51,-458.63471380495145,78.08035714285714,0.6696428571428571,-4543,-3861,1716,1744
415,512,-87.47256620390272,96.7948717948718,33.97435897435898,2216,2273,2167,2154
416,512s1,-55.594230668456916,98.2905982905983,51.92307692307693,1465,1500,1895,1886
417,51t0,-101.8926355423121,97.67123287671232,59.726027397260275,1059,1050,2910,2734
418,51t1,-167.04847051494713,93.65079365079364,23.49206349206349,-55,2,1463,1360
419,51t2,-336.33793999239873,88.04054054054055,4.054054054054054,-945,-534,2174,2131
420,52,-274.7432092757779,90.0137741046832,6.887052341597796,1103,1204,3475,3359
421,525,-255.71761661267175,95.8077709611452,23.92638036809816,6688,6619,7029,6819
422,525t1,-77.82011055763621,99.16142557651992,75.8909853249476,6356,6175,6954,6707
423,52s0,-25.646445680717953,99.70326409495549,89.02077151335311,1567,1499,3283,3094
424,52t1,-149.10066338440265,94.5821854912764,39.66942148760331,2673,2644,3909,3731
425,53,-152.49237972318824,94.65648854961832,16.030534351145036,-116,-57,1273,1230
426,531,-1.3862943611198906,99.67320261437908,98.69281045751634,764,698,1548,1415
427,54,-638.7864346753017,41.35802469135802,0.32679738562091504,-12855,-12740,-4456,-4428
428,542,-64.46268779207496,83.77659574468085,50.53191489361703,82,98,1121,1093
429,547,-4.1588830833596715,100.0,96.75675675675676,956,892,1943,1802
430,54t0,-101.19948836175216,69.9367088607595,7.59493670886076,-703,-670,89,52
431,55,-83.17766166719353,84.64285714285714,14.285714285714285,-274,-255,278,245
432,553,-126.3679519200251,79.45492662473795,16.352201257861633,7471,8653,3304,3457
433,553s0,-22.180709777918235,90.75342465753425,78.08219178082192,462,467,1191,1187
434,553s3,-20.101268236238404,100.0,76.03305785123968,530,577,1230,1285
435,553s5,-65.42962526533086,89.35185185185185,38.19444444444444,872,1014,1457,1556
436,553s6,-77.13090248202026,82.34649122807018,30.263157894736842,5504,5840,2964,2993
437,561,-381.9240964885307,61.25211505922166,6.768189509306261,-3486,-3461,-434,-609
438,57,-1044.9505921009202,49.06600249066002,0.0,-146490,-144049,-16573,-16430
439,573,-68.37714115505815,51.77165354330709,11.023622047244094,-866,-744,282,361
440,573s1,-59.61065752815533,67.85714285714286,31.746031746031743,-412,-397,-73,-52
441,57s1,-504.0400032215935,52.17564870259481,7.425149700598803,-7360,-7317,-1005,-1082
442,57s7,-996.6416365851817,66.08015640273706,0.2932551319648094,-31421,-30958,-10509,-10559
443,57t0,-26.339592861277897,99.36974789915966,84.03361344537815,1063,1038,2302,2206
444,57t1,-528.1781515866783,63.11377245508982,8.742514970059881,-4529,-4458,-2739,-2752
445,57t2,-530.2575931283579,62.589928057553955,8.273381294964029,-4659,-4621,-2917,-2955
446,57t3,-232.20430548758216,78.68217054263566,13.436692506459949,-1131,-1094,818,656
447,57t4,-522.4698178815137,45.718562874251504,3.473053892215569,-10785,-10591,-356,-394
448,57t5,-594.7787049728107,52.52051582649472,3.985932004689332,-9102,-9029,-2653,-2737
449,57t7,-972.2117316082787,52.45877502944641,0.35335689045936397,-48846,-48444,-11427,-11429
450,57t8,-1020.4551860053422,46.02824360105914,0.0,-83262,-82326,-12442,-12381
451,581,-186.8713076344031,78.83292045141756,0.5780346820809248,1861,7374,4226,4372
452,581s1,-2.0794415416798357,100.0,98.14814814814815,807,745,1633,1501
453,581s10,-57.29356178278822,92.74691358024691,43.82716049382716,2921,2844,2485,2300
454,581s11,-70.46437984236654,99.38837920489297,29.357798165137616,4298,4585,2198,2164
455,581s12,-63.02482524953707,93.72427983539094,43.20987654320987,7380,7238,3555,3334
456,581s14,-101.43761489785629,91.20481927710844,17.46987951807229,3282,3352,2607,2462
457,581s15,-159.57980111274733,75.94995366079704,3.0120481927710845,-1543,444,1354,1541
458,581s18,-177.4964032492562,77.63918466686948,0.5780346820809248,3354,7418,4032,4112
459,581s4,-14.465409822859177,98.87387387387388,85.13513513513513,1990,1794,2124,1903
460,581s5,-13.93434209621825,99.1554054054054,85.13513513513513,4090,3681,2865,2565
461,581s6,-16.635532333438686,99.53703703703704,77.77777777777779,420,403,953,887
462,581s7,-29.805328764077615,100.0,60.550458715596335,335,348,875,836
463,581t12,-93.57486937559274,94.54545454545455,18.181818181818183,-40,44,757,774
464,581t13,-79.16314791344618,87.20538720538721,9.696969696969697,14970,13968,5160,4698
465,581t14,-87.62685206482229,88.3030303030303,9.696969696969697,17504,16770,5525,5100
466,581t15,-87.33654475055322,93.52941176470588,25.882352941176475,28,81,860,841
467,581t16,-138.2778343910167,92.94117647058823,12.352941176470589,42,221,972,989
468,581t17,-132.23397406370418,92.47058823529412,12.352941176470589,1675,2108,1725,1852
469,581t18,-194.5594591437414,74.80063795853269,1.7543859649122806,-7809,-5835,526,709
470,581t9,-95.2160637800954,93.24324324324324,8.108108108108109,1832,2164,1721,1709
471,587,-677.6894676695457,64.72520908004779,4.4205495818399045,-14426,-14096,101,-85
472,587t1,-103.278929903432,96.09475032010243,80.92189500640204,2832,2704,6884,6473
473,588,-82.72472975575135,84.71774193548387,10.32258064516129,222879,227026,17012,17019
474,588s25,-18.54411563829362,90.37900874635568,73.46938775510205,59725,57065,9655,9201
475,588s27,-31.81910742519169,84.32900432900433,38.311688311688314,61955,61064,9975,9800
476,588t12,-19.40812105567846,93.30985915492958,80.28169014084507,465,467,1156,1153
477,588t28,-61.70470860454203,85.26645768025078,29.87012987012987,204327,203654,16123,15868
478,588t29,-65.96190743134758,88.14317673378076,32.88590604026846,787,882,1429,1469
479,59,-419.35404423876787,64.20807453416148,6.055900621118012,-3542,-3477,-2083,-2019
480,6,-81.09822012551369,97.07317073170732,42.926829268292686,357,413,1352,1362
481,60,-120.88348784250074,73.9514348785872,5.960264900662252,-988,-952,193,149
482,603,-180.21826694558612,97.63313609467455,48.717948717948715,1132,1145,3881,3702
483,604,-32.57791748631739,97.39583333333333,51.041666666666664,219,245,695,698
484,60t0,-88.02969193111316,78.04054054054055,14.18918918918919,-460,-454,274,197
485,61,-548.0806227595282,81.5108759553204,1.02880658436214,-13875,-13236,2017,2022
486,614,-306.2314108630727,72.36084452975048,15.738963531669867,-1309,-1296,2020,1750
487,614s0,-59.61065752815533,99.84227129337539,72.87066246056783,1249,1183,2919,2624
488,61s2,-296.7983164351634,82.87526427061312,21.56448202959831,-79,-55,4603,4490
489,61t3,-353.1758421110594,77.42616033755274,15.400843881856542,-3395,-3194,3225,3174
490,61t4,-151.7992325426283,97.70833333333333,54.37499999999999,1195,1155,3689,3348
491,62,-145.64115913814416,49.25847457627118,3.8135593220338984,-2958,-2918,-232,-225
492,620,-115.90000467635477,72.05761316872427,9.876543209876543,21970,23544,5537,5452
493,620t11,-84.16718419607989,91.04166666666667,31.874999999999996,692,738,1340,1289
494,620t12,-60.84157746590894,85.546875,24.21875,25377,25168,5703,5469
495,622,-161.50329307046755,98.46153846153847,40.256410256410255,621,624,2620,2521
496,62t1,-26.339592861277897,98.59154929577464,46.478873239436616,134,145,488,492
497,63,-384.6966852107705,79.71014492753623,10.628019323671497,-1883,-1786,1477,1455
498,636,-79.7119257643938,99.43342776203966,67.42209631728045,1270,1341,3102,3096
499,637,-161.50329307046755,98.46153846153847,40.256410256410255,621,624,2620,2521
500,641,-156.08058336256343,86.49789029535864,19.40928270042194,3560,3917,3196,3205
501,641t1,-88.72283911167311,93.26086956521739,44.34782608695652,290,299,1503,1449
502,641t2,-78.29124270026172,97.86535303776684,39.40886699507389,1758,1862,2544,2542
503,649,-92.18857501447285,95.97701149425288,23.563218390804597,59,77,895,835
504,655,-775.6733703858505,59.00568181818181,2.6136363636363633,-16284,-15879,-1167,-1089
505,655s1,-692.5871584885368,59.76331360946745,1.301775147928994,-11080,-10914,-986,-1045
506,658,-92.02388539508584,87.97709923664122,16.030534351145036,780,914,1306,1270
507,658s0,-24.95329850015801,91.47286821705427,72.09302325581395,367,327,996,889
508,658t1,-58.43700343634015,87.94871794871796,33.84615384615385,742,760,1299,1225
509,66,-229.85570010682503,60.36184210526316,0.0,-10780,-10252,-517,-504
510,669,-120.34285314698664,50.0,7.526881720430108,-2297,-2198,-144,-122
511,669t1,-28.419034402957728,85.44303797468355,48.10126582278481,23,29,356,339
512,66s3,-163.87876921409597,80.55555555555556,7.456140350877193,-1083,-959,1097,1152
513,66s5,-218.24909639788643,63.40852130325815,0.0,-7905,-7450,-390,-393
514,66t1,-30.604796079290026,94.35483870967742,65.32258064516128,1129,1048,1502,1383
515,66t2,-50.599744180876016,99.77973568281938,67.84140969162996,827,900,2029,2064
516,66t4,-197.57248242706063,72.4780701754386,2.631578947368421,-2905,-2681,85,153
517,66t5,-78.9577989336312,88.70967741935485,7.258064516129033,560,580,1229,1142
518,67,-192.69491619566517,95.44025157232704,12.578616352201259,-266,-189,1405,1436
519,676,-35.9706471817591,93.94366197183099,75.11737089201877,42921,42576,10602,10429
520,676s0,-9.010913347279288,99.76525821596245,93.89671361502347,1170,1153,2412,2362
521,676s3,-33.964211847437284,90.14084507042253,76.99530516431925,686,693,1933,1907
522,676s4,-36.96993776223813,93.27073552425665,75.11737089201877,2538,2538,3047,2993
523,676s5,-36.96993776223813,93.27073552425665,75.11737089201877,2538,2538,3125,3077
524,7,-90.80228065335295,95.83333333333333,16.025641025641026,-80,-39,664,685
525,71,-331.97548340256856,83.94736842105263,2.1052631578947367,-1781,-1569,660,614
526,71s0,-174.67308950110655,93.36569579288026,18.446601941747574,-218,-156,1226,1118
527,722,-180.21826694558612,97.63313609467455,48.717948717948715,1132,1145,3881,3702
528,74,-479.33432587757767,91.06280193236715,2.484472049689441,1538,2433,4503,4522
529,74s1,-23.567004139038122,99.89270386266094,92.7038626609442,2348,2280,4852,4690
530,74s2,-212.77709414826597,93.12280701754386,38.94736842105263,2798,2914,5100,4938
531,74t3,-368.92479819855396,94.08333333333333,17.916666666666668,5724,6347,6040,6023
532,75,-67.421188711465,76.34146341463415,8.536585365853659,-47,88,539,547
533,75s2,-57.66915519901063,83.53909465020575,12.345679012345679,-56,17,385,387
534,75t1,-27.03274004183784,95.3125,39.0625,81,96,400,386
535,75t2,-43.562996306811314,90.625,10.9375,503,603,678,693
536,76,-48.624012608380575,99.23469387755102,35.714285714285715,1780,1802,1544,1477
537,76s0,-14.556090791758852,100.0,78.57142857142857,410,384,931,856
538,77,-267.55481169613944,62.34718826405868,5.623471882640587,-2379,-2349,-1560,-1542
539,78,-594.0151980615836,50.67796610169491,0.0,-105057,-102304,-9541,-9362
540,78s10,-276.2175738301365,74.19354838709677,1.7921146953405016,-5634,-5030,690,773
541,78s9,-503.124621744307,65.03565281534301,1.2048192771084338,-26914,-26178,-3910,-3766
542,78t1,-67.278017746824,92.19409282700423,43.67088607594937,883,932,1609,1595
543,78t10,-572.9716582498697,54.95227663902363,0.34423407917383825,-74780,-71891,-9436,-9159
544,78t2,-216.95506751526332,95.50173010380622,45.8477508650519,966,1140,4019,4019
545,78t3,-216.95506751526332,95.50173010380622,45.8477508650519,966,1140,4019,4019
546,78t5,-120.95367188814414,84.55882352941177,43.75,426,448,2170,2124
547,78t6,-74.85989550047417,90.57971014492753,47.82608695652174,215,255,1146,1156
548,78t7,-187.23833158771023,79.3956043956044,12.454212454212454,-874,-624,1442,1456
549,78t8,-216.95506751526332,95.50173010380622,45.8477508650519,9760,10105,7618,7612
550,78t9,-255.51251923535614,67.74025974025975,1.090909090909091,-7123,-6121,403,516
551,8,-140.9829483137741,82.27488151658767,8.056872037914692,1172,1506,2029,2131
552,80,-1460.6680925228334,33.60180995475113,0.4524886877828055,-61573,-60950,-10863,-10787
553,80s0,-63.76954061151501,91.78571428571429,67.14285714285714,685,697,2171,2066
554,80t1,-1358.624897125721,40.98934550989346,4.292237442922374,-27268,-27144,-8669,-8741
555,80t2,-547.5862726423552,61.15107913669065,5.275779376498801,-5017,-4931,-562,-822
556,82,-808.1772997768524,64.24077957320834,0.40705563093622793,-23660,-20822,5171,5216
557,82s1,-53.372332903115804,99.7907949790795,83.89121338912135,2033,1882,4424,4038
558,82s2,-151.60363807869504,95.625,50.83333333333333,4378,4250,5748,5370
559,82s3,-218.45360566178027,97.71784232365145,36.92946058091287,3354,3255,5137,4769
560,82s4,-291.3177619590148,89.2925430210325,24.091778202676863,5586,5543,6335,5975
561,82s5,-378.0544506633746,93.75,10.685483870967742,2635,2664,4969,4648
562,82s8,-451.23881454452544,79.56104252400549,10.699588477366255,-2270,-2231,291,152
563,82t5,-477.5611458031779,89.62032231630702,10.325047801147228,10844,11559,7316,7184
564,82t6,-553.0569421054665,87.10280373831776,5.420560747663552,8613,9720,7299,7134
565,82t7,-618.1310227344379,83.1382214006983,2.033271719038817,-1696,-325,5980,5867
566,83,-191.30862183454528,91.53354632587859,11.821086261980831,-416,-315,958,963
567,84,-101.66785087924815,99.54233409610984,63.61556064073226,4992,4620,5818,5289
568,85,-607.5027312505339,86.6576209859792,6.919945725915875,3654,4068,8620,8000
569,85s2,-228.27093221414975,97.59926131117267,58.17174515235457,7493,7198,9185,8472
570,85t0,-60.303804708715276,98.53228962818004,82.97455968688845,2278,2237,5035,4871
571,85t3,-296.20366980638005,97.68326417704012,47.85615491009682,14536,14303,11866,11132
572,86,-1155.1489447022595,48.797683494901165,0.0,-246408,-243146,-27901,-27920
573,86s7,-662.9131963905178,51.16115411681914,8.866995073891626,-54905,-55450,-12312,-12267
574,86s8,-701.7742352697378,68.00124146492861,7.82122905027933,-9948,-10061,2863,2536
575,86t10,-1052.7574336738471,51.70361553340277,0.0,-156416,-154428,-21413,-21605
576,86t8,-402.0253647247692,58.11594202898551,15.942028985507244,-4059,-4076,-446,-729
577,86t9,-898.8259987476794,54.1953488372093,0.0,-126022,-124849,-24375,-24264
578,87,-231.5111583070222,87.11340206185567,13.917525773195877,-753,-678,1219,1147
579,89,-78.390254371604,82.10227272727272,10.227272727272728,-150,57,574,636
580,89s0,-40.895683653036755,91.76470588235294,30.58823529411765,58,100,518,510
581,89s1,-61.365940161997,86.97318007662835,18.39080459770115,79,206,540,591
582,89t0,-33.964211847437284,94.66666666666667,34.66666666666667,85,117,484,497
583,8t2,-61.85843200734973,83.96464646464646,54.04040404040404,2592,2779,2428,2502
584,9,-64.08312406386304,70.26748971193416,17.28395061728395,3717,3501,2615,2467
585,90,-422.5145248754486,90.20527859237536,0.2932551319648094,-3700,-2940,790,986
586,90t1,-169.82105923718692,95.60117302052785,28.152492668621704,186,244,1946,1812
587,90t2,-259.9291704708468,88.95582329317268,7.83132530120482,-384,-144,1649,1732
588,92,-128.85945862546603,83.41013824884793,10.967741935483872,1511,1590,1981,1786
589,92s2,-41.90830235711992,88.16666666666667,57.99999999999999,2202,1887,1923,1645
590,92t1,-47.13400827807628,91.89189189189189,54.054054054054056,248,258,1048,1023
591,92t3,-100.02343637411403,84.0,20.64516129032258,1372,1287,1693,1492
592,92t4,-104.73086886182108,86.12903225806451,18.70967741935484,2483,2402,2006,1775
593,93,-1457.381290397682,23.499397348332664,0.0,-148910,-145927,-9172,-8763
594,93s0,-72.78045395879433,96.32034632034632,54.54545454545454,551,623,1745,1772
595,93s1,-165.66217615382723,97.38805970149254,55.41044776119403,1351,1529,4217,4295
596,93s2,-266.8616645155795,73.28159645232816,14.634146341463413,-1637,-1569,-252,-226
597,93s4,-419.71020662497415,68.40471756672873,3.165735567970205,-5787,-5613,703,787
598,93s5,-409.1640356171313,48.1619937694704,3.7383177570093453,-7946,-7209,1284,1447
599,93t7,-1368.1104809404032,22.8968413528124,0.08041817450743868,-122417,-120064,-7115,-6729
600,94,-173.4195358486401,82.96500920810313,25.13812154696133,738,773,2845,2738
601,96,-514.1359778241628,70.97560975609755,7.073170731707316,-3132,-2825,2528,2515
602,96t0,-56.14492162535559,99.56989247311827,82.58064516129032,2102,2069,4585,4412
603,99,-106.91977426043553,90.60283687943263,7.801418439716312,552,630,1332,1289
604,99t1,-62.49165451742175,95.27363184079601,28.35820895522388,861,863,1407,1326
